  **** HLS Build v2024.2 5238294
INFO: [HLS 200-2005] Using work_dir /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/MPPI_Float 
INFO: [HLS 200-1505] Using default flow_target 'vivado'
Resolution: For help on HLS 200-1505 see docs.xilinx.com/access/sources/dita/topic?Doc_Version=2024.2%20English&url=ug1448-hls-guidance&resourceid=200-1505.html
INFO: [HLS 200-1465] Applying ini 'syn.file=gaussian_noise_gen.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(9)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/gaussian_noise_gen.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=globals.hpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(10)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/globals.hpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=datatypes.hpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(11)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/datatypes.hpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=compute_weight.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(12)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/compute_weight.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=globals.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(13)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/globals.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=helper.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(14)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/helper.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=costs.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(15)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/costs.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=smoothning_filter.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(16)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/smoothning_filter.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=nearest_neighbor.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(17)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/nearest_neighbor.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=ref_path.hpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(18)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/ref_path.hpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=ref_path.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(19)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/ref_path.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=mppi_control.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(20)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/mppi_control.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=dynamics.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(21)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/dynamics.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=clip.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(22)
INFO: [HLS 200-10] Adding design file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/clip.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'tb.file=tb.cpp' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(8)
INFO: [HLS 200-10] Adding test bench file '/home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/tb.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.top=calc_control_input' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(23)
INFO: [HLS 200-1465] Applying ini 'flow_target=vivado' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(4)
INFO: [HLS 200-1505] Using flow_target 'vivado'
Resolution: For help on HLS 200-1505 see docs.xilinx.com/access/sources/dita/topic?Doc_Version=2024.2%20English&url=ug1448-hls-guidance&resourceid=200-1505.html
INFO: [HLS 200-1465] Applying ini 'part=xczu9eg-ffvb1156-2-e' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(1)
INFO: [HLS 200-1611] Setting target device to 'xczu9eg-ffvb1156-2-e'
INFO: [HLS 200-1465] Applying ini 'clock=5' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(7)
INFO: [SYN 201-201] Setting up clock 'default' with a period of 5ns.
INFO: [HLS 200-1465] Applying ini 'csim.clean=1' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(24)
INFO: [HLS 200-1465] Applying ini 'csim.code_analyzer=0' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(25)
INFO: [HLS 200-1465] Applying ini 'csim.sanitize_address=0' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(26)
INFO: [HLS 200-1465] Applying ini 'csim.sanitize_undefined=0' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(28)
INFO: [HLS 200-1465] Applying ini 'package.output.format=ip_catalog' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(5)
INFO: [HLS 200-1465] Applying ini 'syn.dataflow.default_channel=fifo' from /home/tanmay-desai/MPPI_FPGA_DATAFLOW/MPPI_FLOAT_KINEMATIC/MPPI_Float/hls_config.cfg(27)
INFO: [XFORM 203-701] Set the default channel type in dataflow to FIFO.
INFO: [SIM 211-2] *************** CSIM start ***************
INFO: [SIM 211-4] CSIM will launch CLANG as the compiler.
INFO: [HLS 200-2036] Building debug C Simulation binaries
   Compiling ../../../../tb.cpp in debug mode
   Compiling ../../../../clip.cpp in debug mode
   Compiling ../../../../dynamics.cpp in debug mode
   Compiling ../../../../mppi_control.cpp in debug mode
   Compiling ../../../../ref_path.cpp in debug mode
   Compiling ../../../../nearest_neighbor.cpp in debug mode
   Compiling ../../../../smoothning_filter.cpp in debug mode
   Compiling ../../../../costs.cpp in debug mode
   Compiling ../../../../helper.cpp in debug mode
   Compiling ../../../../globals.cpp in debug mode
   Compiling ../../../../compute_weight.cpp in debug mode
   Compiling ../../../../gaussian_noise_gen.cpp in debug mode
   Generating csim.exe
[INFO] Start simulation of pathtracking with MPPI controller
[INFO] delta_t: 0.04[s], sim_steps: 1000[steps], total_sim_time: 40[s]
Time: 0.00[s], x=0.00000[m], y=0.00000[m], yaw=0.00000[rad], v=5.00000[m/s], steer=0.33950[rad], accel=-0.09020[m/s^2]
Time: 21.28[s], x=17.49831[m], y=24.65440[m], yaw=14.91949[rad], v=14.71630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 21.32[s], x=17.08335[m], y=25.07192[m], yaw=15.05524[rad], v=14.79630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 21.36[s], x=16.61317[m], y=25.43139[m], yaw=15.19173[rad], v=14.87630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 21.40[s], x=16.09566[m], y=25.72511[m], yaw=15.32897[rad], v=14.95630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 21.44[s], x=15.53986[m], y=25.94645[m], yaw=15.46694[rad], v=15.03630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 21.48[s], x=14.95579[m], y=26.09002[m], yaw=15.60564[rad], v=15.11630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 21.52[s], x=14.35430[m], y=26.15178[m], yaw=15.74509[rad], v=15.19630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 21.56[s], x=13.74687[m], y=26.12922[m], yaw=15.88527[rad], v=15.27630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 21.60[s], x=13.14540[m], y=26.02144[m], yaw=16.02619[rad], v=15.35630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 21.64[s], x=12.56199[m], y=25.82925[m], yaw=16.16785[rad], v=15.43630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 21.68[s], x=12.00869[m], y=25.55520[m], yaw=16.31025[rad], v=15.51630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 21.72[s], x=11.49724[m], y=25.20358[m], yaw=16.45338[rad], v=15.59630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 21.76[s], x=11.03883[m], y=24.78044[m], yaw=16.59726[rad], v=15.67630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 21.80[s], x=10.64382[m], y=24.29345[m], yaw=16.74187[rad], v=15.75630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 21.84[s], x=10.32146[m], y=23.75187[m], yaw=16.88722[rad], v=15.83630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 21.88[s], x=10.07973[m], y=23.16636[m], yaw=17.03330[rad], v=15.91630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 21.92[s], x=9.92502[m], y=22.54879[m], yaw=17.18013[rad], v=15.99630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 21.96[s], x=9.86201[m], y=21.91205[m], yaw=17.32769[rad], v=16.07630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 22.00[s], x=9.89347[m], y=21.26977[m], yaw=17.47600[rad], v=16.15630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 22.04[s], x=10.02011[m], y=20.63605[m], yaw=17.62503[rad], v=16.23630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 22.08[s], x=10.24053[m], y=20.02514[m], yaw=17.77481[rad], v=16.31630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 22.12[s], x=10.55116[m], y=19.45115[m], yaw=17.92533[rad], v=16.39630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 22.16[s], x=10.94628[m], y=18.92768[m], yaw=18.07658[rad], v=16.47630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 22.20[s], x=11.41805[m], y=18.46749[m], yaw=18.22857[rad], v=16.55630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 22.24[s], x=11.95667[m], y=18.08216[m], yaw=18.38130[rad], v=16.63630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 22.28[s], x=12.55049[m], y=17.78182[m], yaw=18.53477[rad], v=16.71630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 22.32[s], x=13.18628[m], y=17.57480[m], yaw=18.68897[rad], v=16.79630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 22.36[s], x=13.84949[m], y=17.46737[m], yaw=18.84391[rad], v=16.87630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 22.40[s], x=14.52453[m], y=17.46356[m], yaw=18.99960[rad], v=16.95630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 22.44[s], x=15.19516[m], y=17.56495[m], yaw=19.15602[rad], v=17.03630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 22.48[s], x=15.84487[m], y=17.77053[m], yaw=19.31317[rad], v=17.11630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 22.52[s], x=16.45725[m], y=18.07670[m], yaw=19.47107[rad], v=17.19630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 22.56[s], x=17.01647[m], y=18.47721[m], yaw=19.62970[rad], v=17.27630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 22.60[s], x=17.50768[m], y=18.96328[m], yaw=19.78907[rad], v=17.35630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 22.64[s], x=17.91741[m], y=19.52373[m], yaw=19.94918[rad], v=17.43630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 22.68[s], x=18.23401[m], y=20.14519[m], yaw=20.11003[rad], v=17.51630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 22.72[s], x=18.44797[m], y=20.81237[m], yaw=20.27161[rad], v=17.59630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 22.76[s], x=18.55227[m], y=21.50845[m], yaw=20.43393[rad], v=17.67630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 22.80[s], x=18.54267[m], y=22.21544[m], yaw=20.59699[rad], v=17.75630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 22.84[s], x=18.41786[m], y=22.91464[m], yaw=20.76079[rad], v=17.83630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 22.88[s], x=18.17964[m], y=23.58714[m], yaw=20.92533[rad], v=17.91630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 22.92[s], x=17.83293[m], y=24.21435[m], yaw=21.09061[rad], v=17.99630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 22.96[s], x=17.38577[m], y=24.77847[m], yaw=21.25662[rad], v=18.07630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 23.00[s], x=16.84916[m], y=25.26308[m], yaw=21.42337[rad], v=18.15630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 23.04[s], x=16.23686[m], y=25.65363[m], yaw=21.59086[rad], v=18.23630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 23.08[s], x=15.56507[m], y=25.93789[m], yaw=21.75908[rad], v=18.31630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 23.12[s], x=14.85206[m], y=26.10639[m], yaw=21.92805[rad], v=18.39630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 23.16[s], x=14.11767[m], y=26.15279[m], yaw=22.09775[rad], v=18.47630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 23.20[s], x=13.38281[m], y=26.07415[m], yaw=22.26819[rad], v=18.55630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 23.24[s], x=12.66887[m], y=25.87114[m], yaw=22.43937[rad], v=18.63630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 23.28[s], x=11.99705[m], y=25.54809[m], yaw=22.61129[rad], v=18.71630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 23.32[s], x=11.38780[m], y=25.11301[m], yaw=22.78394[rad], v=18.79630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 23.36[s], x=10.86011[m], y=24.57745[m], yaw=22.95734[rad], v=18.87630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 23.40[s], x=10.43091[m], y=23.95625[m], yaw=23.13147[rad], v=18.95630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 23.44[s], x=10.11448[m], y=23.26718[m], yaw=23.30634[rad], v=19.03630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 23.48[s], x=9.92196[m], y=22.53047[m], yaw=23.48195[rad], v=19.11630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 23.52[s], x=9.86086[m], y=21.76826[m], yaw=23.65829[rad], v=19.19630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 23.56[s], x=9.93472[m], y=21.00397[m], yaw=23.83537[rad], v=19.27630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 23.60[s], x=10.14293[m], y=20.26156[m], yaw=24.01319[rad], v=19.35630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 23.64[s], x=10.48057[m], y=19.56481[m], yaw=24.19175[rad], v=19.43630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 23.68[s], x=10.93848[m], y=18.93651[m], yaw=24.37105[rad], v=19.51630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 23.72[s], x=11.50341[m], y=18.39775[m], yaw=24.55108[rad], v=19.59630[m/s], steer=0.51223[rad], accel=2.00000[m/s^2]
Time: 23.76[s], x=12.15836[m], y=17.96709[m], yaw=24.72738[rad], v=19.67630[m/s], steer=0.38257[rad], accel=2.00000[m/s^2]
Time: 23.80[s], x=12.88163[m], y=17.65672[m], yaw=24.85406[rad], v=19.75630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 23.84[s], x=13.64139[m], y=17.43933[m], yaw=25.03631[rad], v=19.83630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 23.88[s], x=14.43116[m], y=17.36294[m], yaw=25.21930[rad], v=19.91630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 23.92[s], x=15.22483[m], y=17.43181[m], yaw=25.40302[rad], v=19.99630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 23.96[s], x=15.99564[m], y=17.64537[m], yaw=25.58749[rad], v=20.07630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 24.00[s], x=16.71708[m], y=17.99810[m], yaw=25.77269[rad], v=20.15630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 24.04[s], x=17.36380[m], y=18.47955[m], yaw=25.95863[rad], v=20.23630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 24.08[s], x=17.91253[m], y=19.07462[m], yaw=26.14530[rad], v=20.31630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 24.12[s], x=18.34299[m], y=19.76390[m], yaw=26.33272[rad], v=20.39630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 24.16[s], x=18.63864[m], y=20.52430[m], yaw=26.52087[rad], v=20.47630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 24.20[s], x=18.78742[m], y=21.32973[m], yaw=26.70976[rad], v=20.55630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 24.24[s], x=18.78230[m], y=22.15196[m], yaw=26.89939[rad], v=20.63630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 24.28[s], x=18.62167[m], y=22.96163[m], yaw=27.08975[rad], v=20.71630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 24.32[s], x=18.30953[m], y=23.72925[m], yaw=27.28086[rad], v=20.79630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 24.36[s], x=17.85552[m], y=24.42628[m], yaw=27.47270[rad], v=20.87630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 24.40[s], x=17.27471[m], y=25.02626[m], yaw=27.66528[rad], v=20.95630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 24.44[s], x=16.58718[m], y=25.50581[m], yaw=27.85860[rad], v=21.03630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 24.48[s], x=15.81741[m], y=25.84564[m], yaw=28.05266[rad], v=21.11630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 24.52[s], x=14.99342[m], y=26.03135[m], yaw=28.24745[rad], v=21.19630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 24.56[s], x=14.14588[m], y=26.05414[m], yaw=28.44298[rad], v=21.27630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 24.60[s], x=13.30690[m], y=25.91129[m], yaw=28.63925[rad], v=21.35630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 24.64[s], x=12.50890[m], y=25.60643[m], yaw=28.83626[rad], v=21.43630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 24.68[s], x=11.78330[m], y=25.14956[m], yaw=29.03401[rad], v=21.51630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 24.72[s], x=11.15927[m], y=24.55684[m], yaw=29.23249[rad], v=21.59630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 24.76[s], x=10.66253[m], y=23.85009[m], yaw=29.43172[rad], v=21.67630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 24.80[s], x=10.31421[m], y=23.05609[m], yaw=29.63168[rad], v=21.75630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 24.84[s], x=10.12985[m], y=22.20559[m], yaw=29.83237[rad], v=21.83630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 24.88[s], x=10.11871[m], y=21.33220[m], yaw=30.03381[rad], v=21.91630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 24.92[s], x=10.28314[m], y=20.47111[m], yaw=30.23599[rad], v=21.99630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 24.96[s], x=10.61835[m], y=19.65762[m], yaw=30.43890[rad], v=22.07630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 25.00[s], x=11.11240[m], y=18.92571[m], yaw=30.64255[rad], v=22.15630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 25.04[s], x=11.74656[m], y=18.30661[m], yaw=30.84694[rad], v=22.23630[m/s], steer=0.07656[rad], accel=2.00000[m/s^2]
Time: 25.08[s], x=12.49588[m], y=17.82739[m], yaw=30.87423[rad], v=22.31630[m/s], steer=0.16143[rad], accel=2.00000[m/s^2]
Time: 25.12[s], x=13.26073[m], y=17.36715[m], yaw=30.93237[rad], v=22.39630[m/s], steer=0.24676[rad], accel=2.00000[m/s^2]
Time: 25.16[s], x=14.05387[m], y=16.95064[m], yaw=31.02264[rad], v=22.47630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 25.20[s], x=14.88429[m], y=16.60610[m], yaw=31.22998[rad], v=22.55630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 25.24[s], x=15.77099[m], y=16.43929[m], yaw=31.43806[rad], v=22.63630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 25.28[s], x=16.67622[m], y=16.45933[m], yaw=31.64687[rad], v=22.71630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 25.32[s], x=17.56074[m], y=16.66732[m], yaw=31.85643[rad], v=22.79630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 25.36[s], x=18.38555[m], y=17.05612[m], yaw=32.06672[rad], v=22.87630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 25.40[s], x=19.11357[m], y=17.61048[m], yaw=32.27775[rad], v=22.95630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 25.44[s], x=19.71140[m], y=18.30746[m], yaw=32.48952[rad], v=23.03630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 25.48[s], x=20.15091[m], y=19.11734[m], yaw=32.70202[rad], v=23.11630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 25.52[s], x=20.41061[m], y=20.00477[m], yaw=32.91527[rad], v=23.19630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 25.56[s], x=20.47686[m], y=20.93025[m], yaw=33.12925[rad], v=23.27630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 25.60[s], x=20.34460[m], y=21.85186[m], yaw=33.34397[rad], v=23.35630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 25.64[s], x=20.01790[m], y=22.72713[m], yaw=33.55943[rad], v=23.43630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 25.68[s], x=19.50989[m], y=23.51500[m], yaw=33.77562[rad], v=23.51630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 25.72[s], x=18.84242[m], y=24.17781[m], yaw=33.99256[rad], v=23.59630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 25.76[s], x=18.04523[m], y=24.68313[m], yaw=34.21023[rad], v=23.67630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 25.80[s], x=17.15472[m], y=25.00546[m], yaw=34.42864[rad], v=23.75630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 25.84[s], x=16.21235[m], y=25.12759[m], yaw=34.64779[rad], v=23.83630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 25.88[s], x=15.26278[m], y=25.04164[m], yaw=34.86767[rad], v=23.91630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 25.92[s], x=14.35177[m], y=24.74967[m], yaw=35.08829[rad], v=23.99630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
Time: 25.96[s], x=13.52398[m], y=24.26379[m], yaw=35.30966[rad], v=24.07630[m/s], steer=0.52300[rad], accel=2.00000[m/s^2]
